"filename", "language", "Markdown", "C++", "Makefile", "CMake", "comment", "blank", "total"
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\SFML\SFMLMainSharedTargets-release.cmake", "CMake", 0, 0, 0, 15, 0, 5, 20
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\SFML\SFMLMainSharedTargets.cmake", "CMake", 0, 0, 0, 95, 0, 13, 108
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\SFML\SFMLMainStaticTargets-debug.cmake", "CMake", 0, 0, 0, 15, 0, 5, 20
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\SFML\SFMLMainStaticTargets-release.cmake", "CMake", 0, 0, 0, 15, 0, 5, 20
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\SFML\SFMLMainStaticTargets.cmake", "CMake", 0, 0, 0, 96, 0, 13, 109
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\SFML\SFMLNetworkSharedTargets-debug.cmake", "CMake", 0, 0, 0, 15, 0, 5, 20
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\SFML\SFMLNetworkSharedTargets-release.cmake", "CMake", 0, 0, 0, 15, 0, 5, 20
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\SFML\SFMLNetworkSharedTargets.cmake", "CMake", 0, 0, 0, 111, 0, 14, 125
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\SFML\SFMLNetworkStaticTargets-debug.cmake", "CMake", 0, 0, 0, 15, 0, 5, 20
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\SFML\SFMLNetworkStaticTargets-release.cmake", "CMake", 0, 0, 0, 15, 0, 5, 20
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\SFML\SFMLNetworkStaticTargets.cmake", "CMake", 0, 0, 0, 112, 0, 14, 126
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\SFML\SFMLSharedTargets-debug.cmake", "CMake", 0, 0, 0, 56, 0, 15, 71
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\SFML\SFMLSharedTargets-release.cmake", "CMake", 0, 0, 0, 56, 0, 15, 71
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\SFML\SFMLSharedTargets.cmake", "CMake", 0, 0, 0, 137, 0, 29, 166
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\SFML\SFMLStaticTargets-debug.cmake", "CMake", 0, 0, 0, 55, 0, 15, 70
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\SFML\SFMLStaticTargets-release.cmake", "CMake", 0, 0, 0, 55, 0, 15, 70
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\SFML\SFMLStaticTargets.cmake", "CMake", 0, 0, 0, 144, 0, 29, 173
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\SFML\SFMLSystemDependencies.cmake", "CMake", 0, 0, 0, 9, 0, 5, 14
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\SFML\SFMLSystemSharedTargets-debug.cmake", "CMake", 0, 0, 0, 15, 0, 5, 20
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\SFML\SFMLSystemSharedTargets-release.cmake", "CMake", 0, 0, 0, 15, 0, 5, 20
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\SFML\SFMLSystemSharedTargets.cmake", "CMake", 0, 0, 0, 95, 0, 13, 108
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\SFML\SFMLSystemStaticTargets-debug.cmake", "CMake", 0, 0, 0, 15, 0, 5, 20
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\SFML\SFMLSystemStaticTargets-release.cmake", "CMake", 0, 0, 0, 15, 0, 5, 20
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\SFML\SFMLSystemStaticTargets.cmake", "CMake", 0, 0, 0, 97, 0, 13, 110
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\SFML\SFMLWindowDependencies.cmake", "CMake", 0, 0, 0, 40, 0, 9, 49
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\SFML\SFMLWindowSharedTargets-debug.cmake", "CMake", 0, 0, 0, 15, 0, 5, 20
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\SFML\SFMLWindowSharedTargets-release.cmake", "CMake", 0, 0, 0, 15, 0, 5, 20
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\SFML\SFMLWindowSharedTargets.cmake", "CMake", 0, 0, 0, 111, 0, 14, 125
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\SFML\SFMLWindowStaticTargets-debug.cmake", "CMake", 0, 0, 0, 15, 0, 5, 20
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\SFML\SFMLWindowStaticTargets-release.cmake", "CMake", 0, 0, 0, 15, 0, 5, 20
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\SFML\SFMLWindowStaticTargets.cmake", "CMake", 0, 0, 0, 112, 0, 14, 126
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\Vorbis\VorbisConfig.cmake", "CMake", 0, 0, 0, 33, 0, 11, 44
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\Vorbis\VorbisConfigVersion.cmake", "CMake", 0, 0, 0, 56, 0, 10, 66
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\Vorbis\VorbisTargets-debug.cmake", "CMake", 0, 0, 0, 31, 0, 9, 40
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\Vorbis\VorbisTargets-release.cmake", "CMake", 0, 0, 0, 31, 0, 9, 40
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\Vorbis\VorbisTargets.cmake", "CMake", 0, 0, 0, 122, 0, 18, 140
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\freetype\freetype-config-debug.cmake", "CMake", 0, 0, 0, 15, 0, 5, 20
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\freetype\freetype-config-release.cmake", "CMake", 0, 0, 0, 15, 0, 5, 20
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\freetype\freetype-config-version.cmake", "CMake", 0, 0, 0, 56, 0, 10, 66
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\code\lib\cmake\freetype\freetype-config.cmake", "CMake", 0, 0, 0, 99, 0, 15, 114
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\pieces_movment.h", "C++", 0, 13, 0, 0, 22, 8, 43
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\src\game_logic.cpp", "C++", 0, 817, 0, 0, 205, 216, 1238
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\src\game_logic.h", "C++", 0, 105, 0, 0, 24, 27, 156
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\src\gui.cpp", "C++", 0, 434, 0, 0, 90, 107, 631
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\src\gui.h", "C++", 0, 65, 0, 0, 29, 22, 116
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\src\main.cpp", "C++", 0, 8, 0, 0, 1, 4, 13
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\src\pieces_movment.cpp", "C++", 0, 646, 0, 0, 167, 183, 996
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\src\pieces_movment.h", "C++", 0, 80, 0, 0, 67, 29, 176
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\src\pieces_placement.cpp", "C++", 0, 122, 0, 0, 20, 31, 173
"c:\Users\fese\OneDrive\Documents\smfl chess cpp 2.6\src\pieces_placement.h", "C++", 0, 32, 0, 0, 6, 10, 48
"Total", "-", 95, 7879, 28, 3746, 20499, 4480, 36727
